sent_id,sentence,entities
775,"The Intermediate-Range Nuclear Forces Treaty is signed in Washington, D.C., by U.S. President Ronald Reagan and Soviet leader Mikhail Gorbachev.
","['U.S.', 'Soviet', 'D.C.', 'Washington']"
777,"1988
January 2 : Beginning of the perestroika (""restructuring""), a political movement for reformation within the Communist Party of the Soviet Union during the 1980s associated with Gorbachev and his glasnost (""openness"") policy reform.
",['the Soviet Union']
778,"January 13 : Lee Teng-hui takes control of Taiwan and oversee end of martial law and full democratization of island.
",['Taiwan']
779,"March 16 : The Halabja chemical attack is carried out by Iraqi government forces, killing thousands.
July 6 : The Piper Alpha oil rig in the North Sea catches fire and explodes, killing 165.
","['North Sea', 'Iraqi']"
780,"August 20 : End of the Iran–Iraq War .
",['Iran']
781,"October 5 : Chile's Augusto Pinochet loses a national plebiscite on his rule.
",['Chile']
783,"November 15 : Israeli–Palestinian conflict ; beginning with the independent State of Palestine being proclaimed from Algiers .
","['Israeli', 'Palestinian', 'Algiers']"
784,"December 2 : Benazir Bhutto elected Prime Minister of Pakistan months after restoration of civilian rule in the wake of Muhammad Zia-ul-Haq 's death in plane crash.
December 7 : Spitak earthquake in Armenia.
","['Pakistan', 'Armenia']"
785,"December 21 : Pan Am Flight 103 is destroyed by a bomb and falls over Lockerbie , Scotland, killing 259 people on board, leaving no survivors, and 11 in town.
","['Lockerbie', 'Scotland']"
786,"1988 Polish strikes .
",['Polish']
791,"1989
Revolutions of 1989 bring down Communist and authoritarian regimes around the world.
",['Communist']
792,"January 7 : Emperor Shōwa (Hirohito) dies; his son, Akihito (the Emperor Heisei) becomes Emperor of Japan.
",['Japan']
793,"January 20 : George H. W. Bush is inaugurated as President of the United States.
",['the United States']
798,"February 15 : End of the Soviet war in Afghanistan .
","['Soviet', 'Afghanistan']"
799,"March 24 : The oil tanker Exxon Valdez spills 10.8 million US gallons of crude oil after striking a reef, causing severe damage to the environment.
April – June : Tiananmen Square Massacre , in which troops armed with assault rifles and accompanied by tanks fired at student-led demonstrations held in Tiananmen Square, Beijing, resulting in an undisclosed number of deaths (estimated in hundreds to thousands).
",['Beijing']
800,"June 3 : Ruhollah Khomeini dies ; Ali Khamenei becomes Supreme Leader of Iran .
June 4 : 1989 Polish legislative election although the elections were not entirely democratic, they led to the formation of a government led by Tadeusz Mazowiecki and a peaceful transition to democracy in Poland and elsewhere in Central and Eastern Europe.","['Iran', 'Poland', 'Polish']"
802,"A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television.
",['Beijing']
803,"1989 Polish legislative election although the elections were not entirely democratic, they led to the formation of a government led by Tadeusz Mazowiecki and a peaceful transition to democracy in Poland and elsewhere in Central and Eastern Europe.
","['Poland', 'Polish']"
805,"A crackdown takes place in Beijing on the army's approach to the square, and the final stand-off in the square is covered live on television.
",['Beijing']
806,"June 5 : An unknown Chinese protester, "" Tank Man "", stands in front of a column of military tanks on Chang'an Avenue in Beijing, temporarily halting them, an incident which achieves iconic status internationally through images taken by Western photographers.
August 25 : Voyager 2 makes its closest approach to Neptune and its largest moon, Triton .
","['Beijing', 'Triton', 'Chinese']"
807,"October 17 : The 6.9 M w Loma Prieta earthquake shakes the San Francisco Bay Area and the Central Coast, killing 63.
November 9 :","['the Central Coast', 'the San Francisco Bay Area']"
808,"Fall of the Berlin Wall ; the Revolutions of 1989 and the collapse of the Soviet Bloc begin in Europe, which leads to the end of the Cold War .
November 15 – December 17 : The first direct Presidential election in Brazil since 1960.
","['Soviet', 'Brazil', 'Europe']"
809,"November 24 : The Communist government of Czechoslovakia falls during the Velvet Revolution .
","['Communist', 'Czechoslovakia']"
811,"December 20 : The United States invasion of Panama begins.
","['Panama', 'The United States']"
813,"December 25 : Romanian Revolution : Trial and execution of Nicolae and Elena Ceaușescu in Romania.
1990s
1990
January 31 : The first McDonald's in Moscow, Russian SFSR opens 8 months after construction began on May 3, 1989
February 11 : Nelson Mandela is released from Victor Verster Prison outside Cape Town , South Africa after 27 years as a political prisoner.
","['Nicolae', 'Russian', 'Elena Ceaușescu', 'Romania', 'Cape Town', 'South Africa', 'Moscow']"
814,"March 11 : End of the dictatorship of Augusto Pinochet in Chile .
",['Chile']
815,"March 27 : The United States begins broadcasting Radio y Televisión Martí to Cuba .
","['Cuba', 'The United States']"
816,"April 24 – May 20 : Launch of the Hubble Space Telescope .
April 7 : Scandinavian Star , a Bahamas -registered ferry, catches fire en route from Norway to Denmark, leaving 158 dead.
","['Denmark', 'Norway', 'Bahamas']"
817,"May 22 : North and South Yemen unify to form the Republic of Yemen .
","['North and South Yemen', 'the Republic of Yemen']"
818,"June 21 : The 7.4 M w Manjil–Rudbar earthquake affects northern Iran with a maximum Mercalli intensity of X ( Extreme ), killing 35,000–50,000, and injuring 60,000–105,000.
August 2 – 4 : Gulf War begins.
September 6 :",['Iran']
820,"October 3 : German reunification .
November 2 : Transnistria War begins.
",['German']
823,"The Intergovernmental Panel on Climate Change releases its first assessment report , linking increases in carbon dioxide in the Earth's atmosphere, and a resultant rise in global temperature, to human activities.
",['Earth']
824,"1991
February 28 : The Gulf War ends in US withdrawal and a failed uprising .
",['US']
825,March 3 : A video captures the beating of motorist Rodney King by Los Angeles police officers.,['Los Angeles']
826,"Four Los Angeles police officers are indicted on March 15 for the beating.
March 23 :",['Los Angeles']
828,"May 16 : Elizabeth II becomes the first British monarch to address the U.S. Congress during a 13-day royal visit in Washington, D.C.
May 21 : Assassination of Rajiv Gandhi , Indian Prime Minister.
","['Indian', 'D.C.', 'British', 'U.S.', 'Washington']"
829,"May 24 – 25 : Operation Solomon , a covert Israeli military operation to airlift Ethiopian Jews to Israel.
","['Israeli', 'Ethiopian', 'Jews', 'Israel']"
830,"June 12 – 15 : Mount Pinatubo erupts with a Volcanic Explosivity Index of 6 and reduces global temperatures.
June 27 – July 7 : The Ten-Day War in Slovenia begins the Yugoslav Wars .
July 1 : President George H. W. Bush nominates the controversial Clarence Thomas for the Supreme Court of the United States to replace Thurgood Marshall, who had announced his retirement.","['Mount Pinatubo', 'Yugoslav', 'the United States', 'Slovenia']"
831,"The world's first GSM telephone call is made in Finland .
",['Finland']
832,"The world's first GSM telephone call is made in Finland .
",['Finland']
833,"July 10 : Boris Yeltsin becomes the first President of Russia .
",['Russia']
834,July 11 : A solar eclipse of record totality occurs in the Northern hemisphere.,['Northern']
835,"It is seen by 20 million people in Hawaii , Mexico , and Colombia .
","['Colombia', 'Hawaii', 'Mexico']"
837,August 19 : Soviet coup attempt of 1991 :,['Soviet']
838,"A coup occurs in response to a new union treaty to be signed on August 20.
August 25 : Michael Schumacher , regarded as one of the greatest Formula One drivers in history , makes his Formula One debut at the Belgian Grand Prix .
September 17 : North and South Korea are admitted to the United Nations .
September 19 : Ötzi the Iceman is found in the Alps .
October 3 : Speaker of the U.S. House of Representatives Tom Foley announces the closure of the House Bank by the end of the year after revelations that House members have written numerous bad checks.
","['North and South Korea', 'Alps']"
839,"October 5 : Linus Torvalds launches the first version of the Linux kernel .
",['Linux']
841,"Early November : Tropical Storm Thelma lashes into Eastern Visayas , leaving 8,000 people dead.
",['Eastern Visayas']
843,Dissolution of the Soviet Union and independence of 15 former Soviet republics.,"['the Soviet Union', 'Soviet']"
845,"Dissolution of the Soviet Union and independence of 15 former Soviet republics.
","['the Soviet Union', 'Soviet']"
848,"1991 Sino-Soviet Border Agreement .
",['Sino-Soviet']
852,"February 17 : A court in Milwaukee, Wisconsin , sentences serial killer Jeffrey Dahmer to 15 terms of life in prison.","['Wisconsin', 'Milwaukee']"
853,"Dahmer is murdered in prison 2 years later.
April 3 : End of communism in Albania .
April 6 : The Bosnian War begins.
April 22 :",['Albania']
854,"Fuel leaking into a sewer causes a series of explosions in Guadalajara , Mexico; 215 are killed, 1,500 injured.
April 29 – May 4 : Los Angeles riots over the acquittal of those involved in the beating of Rodney King .
","['Los Angeles', 'Guadalajara', 'Mexico']"
855,"May 13 : Falun Gong is introduced by Li Hongzhi in China.
June 8 : The first World Oceans Day is celebrated, coinciding with the Earth Summit held in Rio de Janeiro , Brazil .
","['Brazil', 'the Earth Summit', 'China', 'Rio de Janeiro']"
857,"August 24 – 28 : Hurricane Andrew kills 65 and causes $26.5 billion in damages in the Bahamas and the United States.
October 4 : El Al Flight 1862 , in which a Boeing 747 cargo aircraft of the then state-owned Israeli airline El Al crashes into the Groeneveen and Klein-Kruitberg flats in the Bijlmermeer neighbourhood of Amsterdam, resulting in 43 deaths.
","['Israeli', 'Amsterdam', 'Bahamas', 'the United States']"
858,"October 6 : Lennart Meri becomes the first President of Estonia after regaining independence.
",['Estonia']
859,"December 18 : The South Korean presidential election is won by Kim Young-sam , the first non-military candidate elected since 1961.
",['South Korean']
861,"1993
January 1 : Velvet Divorce between Czech Republic and Slovakia .
",['Czech Republic']
863,"Bill Clinton is inaugurated as President of the United States.
",['the United States']
865,"February 28 – April 19 : The Waco siege , the law enforcement siege of the compound that belonged to the Seventh-day Adventist religious sect Branch Davidians near Waco, Texas , carried out by the U.S. federal government, Texas state law enforcement, and the U.S. military, which results in a gunfight, a fire at the compound and 86 deaths.
","['Branch Davidians', 'Waco', 'U.S.', 'Texas']"
866,"March 12 : Several bombs explode in Bombay , India, killing 257 and injuring hundreds more.
","['Bombay', 'India']"
869,"September 13 : Oslo accords end First Intifada between Israel and Palestine .
","['Israel', 'Palestine']"
871,"October 3 – 4 : Battle of Mogadishu leaves over 3,000-4,000 people dead.
",['Mogadishu']
872,"October 4 : Tanks bombard the Russian parliament , while demonstrators against President Boris Yeltsin rally outside.
",['Russian']
875,"December 2 : Colombian drug lord Pablo Escobar is gunned down by police.
",['Colombian']
878,"February 25 : Cave of the Patriarchs massacre in the West Bank, a shooting massacre carried out by American-Israeli Baruch Goldstein , which resulted in 30 deaths and 125 injuries.
","['the West Bank', 'American']"
879,"April 6 : The assassination of Juvénal Habyarimana and Cyprien Ntaryamira triggers the Rwandan genocide .
",['Rwandan']
882,"May 10 : End of apartheid in South Africa and election of Nelson Mandela .
",['South Africa']
883,"June 15 : Release date of Disney's The Lion King .
June 23 : Release date of Forrest Gump .
July 1 : Plano Real introduces the new real currency in Brazil.
",['Brazil']
884,"July 5 : Amazon founded in Bellevue, Washington , by Jeff Bezos .
","['Bellevue', 'Washington']"
886,"Kim Jong-il becomes Supreme Leader of North Korea .
",['North Korea']
887,"September 19 : Operation Uphold Democracy , a military intervention to remove the military regime installed by the 1991 Haitian coup d'état , begins, eventually restoring Jean-Bertrand Aristide to power
September 28 :",['Haitian']
888,"The car ferry MS Estonia sinks in the Baltic Sea , killing 852 people.
October 1 :",['the Baltic Sea']
889,"Palau gains independence from the United States.
","['the United States', 'Palau']"
892,"December 14 : Construction of the Three Gorges Dam begins in Hubei, China.
","['Hubei', 'China']"
893,"Rise of a wave of Palestinian terrorist attacks in Israel .
","['Palestinian', 'Israel']"
895,"Austria , Finland and Sweden join the European Union .
","['Sweden', 'Finland', 'Austria']"
897,"Austria , Finland and Sweden join the European Union .
","['Sweden', 'Finland', 'Austria']"
898,"January 17 : A 6.9 M w Great Hanshin earthquake strikes the southern Hyōgo Prefecture of Japan with a maximum Shindo of VII, leaving 5,502–6,434 people dead, and 251,301–310,000 displaced.
",['Hyōgo Prefecture of Japan']
899,"March 14 : Astronaut Norman Thagard becomes the first American to ride into space aboard a Russian launch vehicle (the Soyuz TM-21 ), lifting off from the Baikonur Cosmodrome in Kazakhstan .
","['Kazakhstan', 'American', 'Russian']"
900,"March 20 : The Tokyo subway sarin attack , an act of domestic terrorism perpetrated by members of the doomsday cult movement Aum Shinrikyo (now Aleph), in which they released sarin, an extremely toxic synthetic compound, in five coordinated attacks, resulting in 13 deaths and 6,252 injuries.
","['Aum Shinrikyo', 'Tokyo']"
901,"April 19 : American terrorist Timothy McVeigh bombs the Alfred P. Murrah Federal Building in Oklahoma City .
","['American', 'Oklahoma City']"
902,"May 14 : The Dalai Lama proclaims 6-year-old Gedhun Choekyi Nyima as the 11th reincarnation of the Panchen Lama .
June 29 : The Sampoong Department Store collapse , a structural failure in a department store in Seoul, South Korea, kills 502 people and injures other 1,445.
","['South Korea', 'the Panchen Lama', 'Seoul']"
904,"NATO bombing raids in Bosnia end the Bosnian War .
",['Bosnia']
908,"October 16 : The Million Man March is held in Washington, D.C.","['D.C.', 'Washington']"
909,"The event was conceived by Nation of Islam leader Louis Farrakhan .
November 4 : Assassination of Yitzhak Rabin , Israeli Prime Minister and Defence Minister, by Yigal Amir, an Israeli right-wing extremist.
November 22 : Premiere of Toy Story , the first computer-animated feature film and the first Pixar Animation Studios film.
",['Israeli']
911,"The North Korean famine begins.
",['North Korean']
912,"1996
January 9 – 20 : Serious fighting breaks out between Russian soldiers and rebel fighters in Chechnya .
","['Russian', 'Chechnya']"
915,"April 3 : The FBI arrested Theodore Kaczynski , the suspected Unabomber at his cabin in Lincoln, Montana .
","['Montana', 'Lincoln']"
916,"April 28 – 29 : The Port Arthur massacre in Tasmania, Australia leaves 35 people dead, leading to tighter gun regulations in Australia.
","['Port Arthur', 'Australia', 'Tasmania']"
917,"May 10 : A sudden storm engulfs Mount Everest with several climbing teams high on the mountain, leaving eight people dead.",['Mount Everest']
919,"May 11 : After takeoff from Miami , a fire started by improperly handled oxygen canisters in the cargo hold of Atlanta -bound ValuJet Flight 592 causes the Douglas DC-9 to crash in the Florida Everglades , killing all 110 people on board.
","['Atlanta', 'Miami']"
922,"July 27 : Centennial Olympic Park bombing .
",['Olympic Park']
924,"September 27 : The Taliban government takes control of Afghanistan, creating the Islamic Emirate of Afghanistan .
",['Afghanistan']
925,"October 24 : The First Congo War begins.
November 1 : Release of DVD in Japan.
",['Japan']
927,"End of dictatorship in Taiwan .
",['Taiwan']
928,"Increasing terrorist attacks in Israel.
",['Israel']
929,"1997
January – August : The Albanian civil unrest (Lottery Uprising), sparked by pyramid scheme failures, in which the government was toppled, with new parliamentary elections, and more than 2,000 people killed.
",['Albanian']
930,"February 4 : 1997 Israeli helicopter disaster , when two Israeli Air Force transport helicopters ferrying Israeli soldiers into Israel's security zone in southern Lebanon collided in mid-air, killing all 73 Israeli military personnel on board.
March 13 : Island of Peace massacre , a mass murder attack that occurred at the Island of Peace on the Israeli-Jordanian border, in which 7 people were killed and 6 injured.
","['Israeli', 'Israel', 'the Island of Peace', 'Lebanon']"
931,"March 24 – 26 : 39 Heaven's Gate cultists commit mass suicide at their compound in San Diego , California .
April 1 : The first episode of Pokémon airs on TV Tokyo .
","['San Diego', 'Tokyo', 'California']"
932,"April 22 : A 126-day hostage crisis at the residence of the Japanese ambassador in Lima , Peru .
","['Lima', 'Japanese', 'Peru']"
933,"May 17 : Kabila ousts Mobutu; Zaire becomes the Democratic Republic of the Congo .
","['Zaire', 'the Democratic Republic of the Congo']"
934,"June 21 : The Women's National Basketball Association ( WNBA ) plays its first game at The Great Western Forum in Los Angeles.
",['Los Angeles']
936,"July 1 : Handover of Hong Kong from the United Kingdom to China.
","['the United Kingdom', 'China', 'Hong Kong']"
941,"August 31 : Diana, Princess of Wales is killed in a car accident in Paris.
",['Paris']
942,"November 17 : 62 people are killed by 6 Islamic militants outside the Temple of Hatshepsut in Luxor , Egypt .
","['Luxor', 'Egypt', 'Islamic']"
945,"Osama bin Laden publishes a fatwa against the West.
",['West']
946,"February 3 : A United States military pilot causes the deaths of 20 people near Trento , Italy, when his low-flying EA-6B Prowler severs the cable of a cable-car .
","['Trento', 'Italy', 'United States']"
948,"Now known to be full of data manipulation , the study was instantly controversial and fueled the nascent anti-vaccination movement .
April 10 : The Good Friday Agreement brings an end to The Troubles in Northern Ireland.
",['Northern Ireland']
950,"May 4 – 15 : Riots in Indonesia , including incidents of mass violence, demonstrations, and civil unrest of a racial nature, result in the Fall of Suharto and the independence of East Timor .
June 25 :","['Indonesia', 'East Timor']"
952,"July 17 : Nicholas II of Russia and his family are buried in St. Catherine Chapel, 80 years after he and his family were killed by the Bolsheviks in 1918 .
","['Russia', 'Bolsheviks']"
954,"August 7 : Kenya and Tanzania bombings .
","['Tanzania', 'Kenya']"
955,"August 15 : Omagh bombing .
September 4 : Google is founded by Larry Page and Sergey Brin .
October – November : Hurricane Mitch leaves more than 19,325 dead in Central America as a result of catastrophic flooding and mudslides.
",['Central America']
956,"November 20 : A Russian Proton rocket is launched from the Baikonur Cosmodrome in Kazakhstan , carrying the first segment of the International Space Station , the 21-ton Zarya Module .
","['Kazakhstan', 'Russian Proton']"
958,"The North Korean famine has killed an estimated 2.5 million people by this point.
",['North Korean']
961,"February 2 : Hugo Chavez becomes President of Venezuela .
",['Venezuela']
963,"A crisis in East Timor , which led to 1,400 deaths, begins.
April 20 : The Columbine High School massacre in Colorado, United States, causes 15 deaths.
","['Colorado', 'United States', 'East Timor']"
967,"June 11 : The end of the Kosovo War ends the Yugoslav Wars .
",['Yugoslav']
969,"August 26 : The Second Chechen War begins.
September 3 – 16 : Russian apartment bombings kill more than 350 people.
",['Russian']
971,"October 31 : EgyptAir Flight 990 , travelling from New York City to Cairo , crashes off the coast of Nantucket, Massachusetts , killing all 217 on board.
November 30 : ExxonMobil founded.
December 3 :","['Cairo', 'Nantucket', 'Massachusetts', 'New York City']"
972,"Tori Murden becomes the first woman to cross the Atlantic Ocean by rowboat alone, when she reaches Guadeloupe from the Canary Islands .
","['the Atlantic Ocean', 'the Canary Islands']"
973,"December 20 : Handover of Macau from the Portuguese Republic to the People's Republic of China after 442 years of Portuguese rule in the settlement.
","['the Portuguese Republic', ""the People's Republic of China"", 'Portuguese', 'Macau']"
974,December 31 : Vladimir Putin becomes the President of Russia .,['Russia']
975,"The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977 .
","['U.S.', 'the Panama Canal']"
976,"Vladimir Putin becomes the President of Russia .
",['Russia']
977,"The U.S. turns over complete administration of the Panama Canal to the Panamanian Government, as stipulated in the Torrijos–Carter Treaties of 1977 .
","['U.S.', 'the Panama Canal']"
979,"February 9 : Torrential rains in Africa lead to the worst flooding in [until March and kills 800 people.
",['Africa']
980,"March 10 : Dot-com bubble bursts, causing stock markets worldwide to crash.
March 4 : The Sony PlayStation 2 releases in Japan.",['Japan']
983,"March 17 : 778 members of the Movement for the Restoration of the Ten Commandments of God die in Uganda .
",['Uganda']
984,"March 26 : Vladimir Putin is elected President of Russia .
",['Russia']
987,"May 11 : India becomes the second country to reach 1 billion people.
",['India']
988,"May 25 : Israeli withdrawal from Lebanon .
","['Israeli', 'Lebanon']"
989,"June 13 – 15 : First inter-Korean summit .
June 17 : A centennial earthquake (6.5 on the Richter scale ) hits Iceland on its national day.
",['Iceland']
990,"July 1 : The Øresund Bridge between Denmark and Sweden is officially opened for traffic.
","['Denmark', 'Sweden']"
991,"July 7 : The draft assembly of Human Genome Project is announced at the White House by US President Bill Clinton , Francis Collins , and Craig Venter .
",['US']
992,"July 11 – 25 : The 2000 Camp David Summit , aimed at reaching a ""final status"" agreement between the Palestinians and the Israelis, was held between United States president Bill Clinton , Israeli prime minister Ehud Barak and Palestinian Authority chairman Yasser Arafat .
","['Israeli', 'Palestinians', 'United States', 'Israelis']"
993,"July 14 : A powerful solar flare , later named the Bastille Day event , causes a geomagnetic storm on Earth.
",['Earth']
994,"July 25 : Concorde Air France Flight 4590 crashes in France , killing 113 including all people aboard.
",['France']
995,"August 12 : Russian submarine Kursk explodes , killing all 118 crew.
",['Russian']
996,"September 10 : A British military operation to free five soldiers from the Royal Irish Regiment that were held captive for over two weeks during the Sierra Leone Civil War , all of which were rescued.
",['British']
997,"September 13 : Steve Jobs introduces the public beta of Mac OS X .
September 26 : The Greek ferry Express Samina sinks off the coast of the island of Paros ; 80 out of a total of over 500 passengers perish in one of Greece's worst sea disasters.
","['Greek', 'Greece', 'Paros']"
998,"September 28 : The Second Intifada begins.
October 5 : Yugoslav President Slobodan Milošević resigns following a revolution in Belgrade .
October 12 : al-Qaeda suicide bombs the USS Cole ; 17 sailors are killed.
November 2 : International Space Station begins operations; its first crew, composed of three men , arrives.
","['Belgrade', 'Yugoslav']"
999,"December 12 : In Bush v. Gore , the United States Supreme Court declares George W. Bush President of the United States .
",['the United States']
1000,"December 25 : The Luoyang Christmas fire at a shopping center in China kills 309 people.
","['Luoyang', 'China']"
